,Donor ID,Project ID,Donation Amount,Donor City,Project Title,Project Type,Project Resource Category,Project Subject Category Tree,Project Subject Subcategory Tree
2273319,837c49d9f73efe335f712d76cd70f2a7,eb3d9abdf2c18b14c8ed6364a206951d,100.0,Oakland,Chromebooks for Mild SDC,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
2273332,8473047cd8aee9ce6fce2e7205e7f398,eb3d9abdf2c18b14c8ed6364a206951d,25.0,Oakland,Chromebooks for Mild SDC,Teacher-Led,Technology,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
2273763,d06a296c9d517132f0ac0f116f374861,3c20d312f3799df8fe9f052203dd40bd,15.32,Oakland,"Art, Literacy, and Learning...Oh My!",Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2273771,f68bdbcd8cc67be0d58eeb2ec7f039f5,2c509e760825e314b673e1c2d42e7448,10.0,Oakland,iPads for Little Learners!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2274245,3f57718ce2b55a4b5cfc262762935b5c,d92cf1d825349baf6bf98d7ac6ef1f23,50.0,Oakland,Performance Laptop for High Quality Audio/Video Production and Editing ,Teacher-Led,Computers & Tablets,"Math & Science, Music & The Arts","Mathematics, Visual Arts"
2274983,525462b21937f9870b324ecbea3c27c9,81f8acf1cc02e01c780adc513e01af1a,10.0,Oakland,Nonfiction: Reading to Learn,Teacher-Led,Books,Literacy & Language,Literacy
2276272,7e4bd7e226a514592d1c9485aad7e13c,1ab4cd198aabbe021734d7e8da87d6c3,54.33,Oakland,Focus Folders For The Win!,Teacher-Led,Supplies,Literacy & Language,Literature & Writing
2276390,d6ad8f5789ef3b20c1efd3e1d906aebc,ec5b8da097b21957212c24386f81db8d,20.0,Oakland,Help Us to Become Life-Long Readers!,Teacher-Led,Books,Literacy & Language,Literacy
2276768,33b4584c43ff2ec3377df083630529c4,19b7e8b5b6375658f414a3b3951fbb89,99.0,Oakland,Shared Reading for African American Boys' Group,Teacher-Led,Books,"Applied Learning, Literacy & Language","Character Education, Literacy"
2276831,a537a32d7fcd133e19b3b6d3fcd1e77b,053006806576017f4cd65f055cc68767,50.0,Oakland,Help Our 8th Graders Experience the Outdoors!,Teacher-Led,Trips,Applied Learning,Extracurricular
2277983,ae9fd942d69853ebc985a7c0e350b32c,6d4b43c3c09c28e0b24894cc1c35c641,25.0,Oakland,Technology for Little Learners,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2278019,4dad62a502428d2c1b5fb5708c10182d,fcd1745f6f34ebccf01028bc0fe881f7,10.0,Oakland,Raise Your Hand if You Need iPads!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2278440,99c02d288b6887c6a60c6031fab2f9d7,505c20804a37ae05f254c8161542ac91,150.0,Oakland,Access for Inspiring Leaders,Teacher-Led,Technology,Applied Learning,"Character Education, Community Service"
2278505,496aed8c0ebd6e62cb3e1c2ff638310f,d74cb9b19b6a95253458b49ea875696b,50.0,Oakland,College Access Program ChromeBooks,Teacher-Led,Technology,"Applied Learning, Special Needs","College & Career Prep, Special Needs"
2278581,32ae77f6001d1eae8ca7899408d9889d,d377a135701c24686c3fba27df9e4c7f,50.0,Oakland,Using iPads to Create Engaging Presentations!,Teacher-Led,Technology,"Literacy & Language, History & Civics","Literacy, Social Sciences"
2278592,32ae77f6001d1eae8ca7899408d9889d,fc5cf74ac640770a27a149773eea4504,120.0,Oakland,Boosting Technology With an iPad!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2278763,deab50d65352b163d2d000974db5b409,b0c1b753f66fe54ffff9b8322d424d65,145.0,Oakland,Keep Us In Print!,Teacher-Led,Technology,Literacy & Language,"ESL, Literature & Writing"
2279224,0d8b1dca5dfc8ba35ab5ca98c27dccfb,79cc875a4ee7e98717900b2e60dcdb3d,25.0,Oakland,First Grade Reading Stars,Teacher-Led,Books,Literacy & Language,Literacy
2279290,b66d2a40ccdd19310c7371644bb58301,4a657bb255a6f4a5b0855eb0967e36e9,20.0,Oakland,Common Core To College-Bound,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2279635,99d6af628a2775ad49efb2b5dbf5019c,9d63984f33a6d9ce00b1497a3cd74aea,10.0,Oakland,Voices Need To Be Heard,Teacher-Led,Technology,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2280097,bc8fa55ad5ee10ac8a2022efc9c03a44,4ea2557e57d7dc3774fe3cef63b1399d,100.0,Oakland,"iPad, You Pad, TK Needs iPads!",Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2280889,27b6a02e04dd23d2e883f83636be39d3,436ba3b57a01d43b035ce0e9597c7889,115.0,Oakland,We Love Math,Teacher-Led,Supplies,"Math & Science, Special Needs","Mathematics, Special Needs"
2283421,c5be6594948dff75219f3a69dfa00c49,a6526f0bb69c94dcdb2c7b178b20fb5c,50.0,Oakland,Galileo Wrestling Needs Your Help!,Teacher-Led,Other,Health & Sports,Team Sports
2284239,b94f852951d421be4ac9172203017f87,59934a9a2db47f8ca8ac22eeb64ee8f1,25.0,Oakland,Suspense-Filled Sixth Grade Mystery,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2284643,02ee7cb662cb667f5317ee8c101ecd0c,04f32943c5fec2ad61b1968ca62b1ef8,119.08,Oakland,World Travelers: A Meeting Spot With Cultural Flair!,Teacher-Led,Supplies,Literacy & Language,"ESL, Literacy"
2285073,e680d1e7b273b4abb996808b1e1391bd,b770cbe64bf6bcda003c26805aca5acd,50.0,Oakland,Send Students to Pakistan (With Literature),Teacher-Led,Books,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
2285078,766056215f4fbdfc973acdca64ce894b,b770cbe64bf6bcda003c26805aca5acd,50.0,Oakland,Send Students to Pakistan (With Literature),Teacher-Led,Books,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
2285080,d638f12cbe5fc2451bf9433988ffe593,b770cbe64bf6bcda003c26805aca5acd,30.0,Oakland,Send Students to Pakistan (With Literature),Teacher-Led,Books,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
2285270,84a677b999be65f972253dc56d9789e5,804a4a32c79d8d4f9b0f0b543ed4def8,25.0,Oakland,Eureka!: Hitchin' a Ride to Gold Rush Country,Teacher-Led,Trips,History & Civics,History & Geography
2285271,4d1f99a19b23f764286fd259b032a26b,804a4a32c79d8d4f9b0f0b543ed4def8,20.0,Oakland,Eureka!: Hitchin' a Ride to Gold Rush Country,Teacher-Led,Trips,History & Civics,History & Geography
2285283,76b79c8d972558bc89a215760f959463,804a4a32c79d8d4f9b0f0b543ed4def8,25.0,Oakland,Eureka!: Hitchin' a Ride to Gold Rush Country,Teacher-Led,Trips,History & Civics,History & Geography
2285334,5c36bfcd668cff84b76b70a79aacc2b1,30f5eda4752dbf5aef433d6fc94fb80f,25.0,Oakland,Low Level Just Right Books,Teacher-Led,Books,Literacy & Language,Literacy
2285340,b59b6363579e91bccbbf2cf7600bcb4a,30f5eda4752dbf5aef433d6fc94fb80f,50.0,Oakland,Low Level Just Right Books,Teacher-Led,Books,Literacy & Language,Literacy
2285353,4d1f99a19b23f764286fd259b032a26b,790ba3e73614e97c6c0e213b5713ebe7,20.0,Oakland,Eureka! Help My Students Learn About the Gold Rush!,Teacher-Led,Trips,History & Civics,History & Geography
2285576,6df52d7613309f6751b0cb17df7b76de,9a5fb18acb2ca42ab74ea1580aacdd16,20.0,Oakland,"""Teach Them Well and Let Them Lead the Way""",Teacher-Led,Books,Applied Learning,"Character Education, Early Development"
2285894,837c49d9f73efe335f712d76cd70f2a7,497fed0f4ae637dcfb11e6d6b609c543,100.0,Oakland,Chromebooks For Classroom Research & Enrichment,Teacher-Led,Technology,Math & Science,"Environmental Science, Health & Life Science"
2285938,837c49d9f73efe335f712d76cd70f2a7,765a8e9429b2dc55aaf3042c62aec41b,20.0,Oakland,Making Coding Accessible For All,Teacher-Led,Technology,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
2285949,837c49d9f73efe335f712d76cd70f2a7,c17f08cfbd76708e8f8ef0cfe3f51194,20.0,Oakland,Start The Year Off In Tune ,Teacher-Led,Technology,Music & The Arts,Music
2286565,00fd39f278aacbd128f3e6ebf4a69e67,36362caf80936b2528bb8a6f82c64058,5.0,Oakland,Can You Say Bounce?,Teacher-Led,Other,"Health & Sports, Special Needs","Health & Wellness, Special Needs"
2288333,47eb90531397561ac3750dfcec04f451,04f9e9ed34df7cce7c593bc39079c14b,25.0,Oakland,"We Need to Move it, Move it!",Teacher-Led,Supplies,Applied Learning,"Character Education, Other"
2288751,36ab3c420a321234c9f768b49ff35a1a,b8abc5a4d97b8031304e40a8c721a18a,25.0,Oakland,Projector For Learning! ,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291322,7ba0f605844a52d091ff14c57d7e7b74,57096341513b3b33b229d99ec4b0ea44,21.0,Oakland,Reducing Our Carbon Footprint,Teacher-Led,Other,"Math & Science, Literacy & Language","Environmental Science, Literacy"
2291449,6d71fc4f4058a41ca17f81a6f09f2101,0500fe43cccc7010b048622384ce93d7,50.0,Oakland,Positive Discipline in the Classroom,Professional Development,Trips,Special Needs,Special Needs
2291450,6d71fc4f4058a41ca17f81a6f09f2101,0c8d452295f06448549fa20ca7b9633b,45.32,Oakland,Where's the Math in Recycling?,Teacher-Led,Supplies,Math & Science,"Environmental Science, Mathematics"
2291454,6d71fc4f4058a41ca17f81a6f09f2101,4ab221005816c9e64a5d2ac52d011b4f,82.34,Oakland,Help My Students Learn About Ecosystems by Caring For Fish!,Teacher-Led,Supplies,"Applied Learning, Math & Science","Character Education, Environmental Science"
2291460,6d71fc4f4058a41ca17f81a6f09f2101,4d2874503c2b398011e1ac360f005f70,91.42,Oakland,We Want to Show Our Work!,Teacher-Led,Supplies,Math & Science,Mathematics
2291461,ab2d68bb5e9cb47e6c0dc67dd3dc9089,4d2874503c2b398011e1ac360f005f70,100.0,Oakland,We Want to Show Our Work!,Teacher-Led,Supplies,Math & Science,Mathematics
2291462,6d71fc4f4058a41ca17f81a6f09f2101,5af1234c862b92449f9424b9ca7c34fa,188.38,Oakland,Bring Shakespeare to Sixth Graders,Teacher-Led,Visitors,"Literacy & Language, Music & The Arts","Literature & Writing, Performing Arts"
2291481,6d71fc4f4058a41ca17f81a6f09f2101,64f09eeefa095202a46a557dc6632800,62.29,Oakland,Technology Enhances Learning,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2291483,6d71fc4f4058a41ca17f81a6f09f2101,809a6bfe41985e50ff4dd3fadc488c3c,85.15,Oakland,In Need of Fine Motor Tools,Teacher-Led,Supplies,"Applied Learning, Special Needs","Early Development, Special Needs"
2291486,6d71fc4f4058a41ca17f81a6f09f2101,83918139fa75fc8b0ca632e84411cb58,100.0,Oakland,Turtle Power: Debunking Stereotypes About Muslim Culture Through Literature  ,Teacher-Led,Books,"History & Civics, Literacy & Language","History & Geography, Literature & Writing"
2291497,6d71fc4f4058a41ca17f81a6f09f2101,86ba3939c86ded44403e09a29311b407,102.29,Oakland,Creating Change Agents: BUILD students against bullying,Teacher-Led,Books,Applied Learning,"College & Career Prep, Community Service"
2291498,ab2d68bb5e9cb47e6c0dc67dd3dc9089,86ba3939c86ded44403e09a29311b407,100.0,Oakland,Creating Change Agents: BUILD students against bullying,Teacher-Led,Books,Applied Learning,"College & Career Prep, Community Service"
2291499,6d71fc4f4058a41ca17f81a6f09f2101,8fe3e06524295cb1719f5e8d7099f6d8,285.26,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291500,03b836043f37a7677864b1b13c881937,8fe3e06524295cb1719f5e8d7099f6d8,25.0,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291501,fdc8bb788ae9a6885b559b0720150b55,8fe3e06524295cb1719f5e8d7099f6d8,10.0,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291502,94dd6c0ff42a9369892deff648c680e8,8fe3e06524295cb1719f5e8d7099f6d8,100.0,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291506,ff3e97a3feae50bdb3accae9a1cd6828,8fe3e06524295cb1719f5e8d7099f6d8,242.0,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291510,3a476c31f25907cdb8c221bafbbdc49f,8fe3e06524295cb1719f5e8d7099f6d8,100.0,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291516,c4668935a2bfa9330ad3990ea94e7186,8fe3e06524295cb1719f5e8d7099f6d8,50.0,Oakland,Save Our Printers!,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291519,6d71fc4f4058a41ca17f81a6f09f2101,a26c0535cd8ac9db99d09ebf2029d14a,157.74,Oakland,Impressive iPad Initiative!,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literacy, Mathematics"
2291525,6d71fc4f4058a41ca17f81a6f09f2101,b18961348ab030bdf8519bf28b36d5b8,30.0,Oakland,Growing our Reading Brains with a Document Camera,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
2291532,6d71fc4f4058a41ca17f81a6f09f2101,b45401ba1572d5d518cc715dd23174c1,123.46,Oakland,iLearn with iPads,Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2291541,6d71fc4f4058a41ca17f81a6f09f2101,e9ea03a4c556cc42d565f5a15a14d3f2,273.11,Oakland,Readers' Theatre = Fluency + Automaticity,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2291681,21afd4becf79483b43ac9e09eeccf0ed,9390b580dd0b17466b497bcf0372a794,23.47,Oakland,Making Sight Words a Snap!,Teacher-Led,Other,"Literacy & Language, Special Needs","Literacy, Special Needs"
2292980,b0bf5d217a2fb874d54e294f695fc3a6,c08fa2b1f27cd63d7d4ac3e4ccb82800,25.0,Oakland,Music Classroom in Need of TLC and Instruments!,Teacher-Led,Supplies,Music & The Arts,"Music, Performing Arts"
2294515,56298abef62d6ae32f0bb8ed2565d8d2,0506306b52cd687ef7238ec627db2d7b,364.0,Oakland,Laminating and Displaying Artwork to Showcase Students' Creativity,Teacher-Led,Supplies,Music & The Arts,Visual Arts
2294516,56298abef62d6ae32f0bb8ed2565d8d2,3575bb2bf696aa1f65bc385a1ec5c6c2,192.03,Oakland,The Seeds of Student Growth,Teacher-Led,Supplies,Math & Science,"Environmental Science, Health & Life Science"
2294518,56298abef62d6ae32f0bb8ed2565d8d2,41343e4541a66fa953d01dee474dbf0d,27.16,Oakland,Chromebook Engagement for All!,Teacher-Led,Technology,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
2294523,56298abef62d6ae32f0bb8ed2565d8d2,8cd75b5ccb5999d2fccb80296835b26d,87.76,Oakland,Publishing and Organizing: Book Binding Materials for Science and Writing ,Teacher-Led,Supplies,"Math & Science, Literacy & Language","Environmental Science, Literature & Writing"
2294526,56298abef62d6ae32f0bb8ed2565d8d2,b3f59baf3bbf7f0b998c3df787d7fd28,40.0,Oakland,Help Revive The EBMS Wood Shop,Teacher-Led,Supplies,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
2294527,e944a7814c434b1e8d3f7b9afe33b663,b3f59baf3bbf7f0b998c3df787d7fd28,40.0,Oakland,Help Revive The EBMS Wood Shop,Teacher-Led,Supplies,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
2294531,ca1d9447f0f2243dc530f8e900e384bd,b3f59baf3bbf7f0b998c3df787d7fd28,50.0,Oakland,Help Revive The EBMS Wood Shop,Teacher-Led,Supplies,"Math & Science, Applied Learning","Applied Sciences, College & Career Prep"
2294532,56298abef62d6ae32f0bb8ed2565d8d2,ceb2c653476dc51d2bd0e47f3d490e5d,86.24,Oakland,Mail Call!,Teacher-Led,Supplies,"Literacy & Language, Applied Learning","Literature & Writing, Other"
2294882,89529c359c0aab05ec597c1457b4dfa4,4341719a6f09f54e2bd397cbe8f2c477,25.0,Oakland,Pimp My Classroom!,Teacher-Led,Supplies,"Literacy & Language, History & Civics","Literature & Writing, Social Sciences"
2295283,5112fc7d15857e18b47b44bc650391a6,817e644fabe3e6073df4004e71262576,350.0,Oakland,Learn to Love Reading with a Listening Center!,Teacher-Led,Books,Literacy & Language,"Literacy, Literature & Writing"
2296854,c3f1bf0cf9bb11c75dbc12361b31d132,581c6ef74d8d9e38ffc4cf30afcdfe03,30.0,Oakland,Technology for Special Needs Science Class,Teacher-Led,Technology,"Math & Science, Special Needs","Applied Sciences, Special Needs"
2296855,fc95e394cf49158c41c6bba5bed09acd,581c6ef74d8d9e38ffc4cf30afcdfe03,25.0,Oakland,Technology for Special Needs Science Class,Teacher-Led,Technology,"Math & Science, Special Needs","Applied Sciences, Special Needs"
2296856,9720127dfcd59d771df38dfaaf7bfb21,581c6ef74d8d9e38ffc4cf30afcdfe03,50.0,Oakland,Technology for Special Needs Science Class,Teacher-Led,Technology,"Math & Science, Special Needs","Applied Sciences, Special Needs"
2296865,fa80657eb9a03fb05aeb2b063074554c,581c6ef74d8d9e38ffc4cf30afcdfe03,50.0,Oakland,Technology for Special Needs Science Class,Teacher-Led,Technology,"Math & Science, Special Needs","Applied Sciences, Special Needs"
2296869,7e917de02b170b972e548eda59df57ec,6cb056f7d7cbae443129a9432dcd2a1d,10.0,Oakland,Visualizing Our Learning!!,Teacher-Led,Technology,Special Needs,Special Needs
2297162,460d9729012340616a63aaf7dffaabd0,4d3e6c68e2d539e3af709ab41dc4c8c2,39.12,Oakland,Digitizing the Classroom With a Scanner,Teacher-Led,Technology,"Applied Learning, Math & Science","College & Career Prep, Mathematics"
2297166,460d9729012340616a63aaf7dffaabd0,877ef9b5bb0f00d365dc1627abc75190,10.0,Oakland,TI Calculator Motion Detector,Teacher-Led,Technology,Math & Science,Mathematics
2297170,e107f8c3685372b8c5da90e344b6a9fa,877ef9b5bb0f00d365dc1627abc75190,20.0,Oakland,TI Calculator Motion Detector,Teacher-Led,Technology,Math & Science,Mathematics
2297171,460d9729012340616a63aaf7dffaabd0,b1a374fb6f6417a84ce9183137d88e50,25.0,Oakland,,,,,
2297173,460d9729012340616a63aaf7dffaabd0,da20d123eafc4e934677b16694f97440,10.0,Oakland,Fun Review books for Math and Science!,Teacher-Led,Books,Math & Science,Mathematics
2297367,4588599038271830da6b1c99b5128eb2,c7d7bd4a59be17066c20af80cc0e8a15,50.0,Oakland,Help 2nd Graders Improve Reading With Roald Dahl Books,Teacher-Led,Books,"Literacy & Language, Music & The Arts","Literature & Writing, Performing Arts"
2297682,4f0994ed98a7ff85cbe10b6776f2a8f1,9cdbb53172b23cb333cf8495b2790b44,500.0,Oakland,Meaningful Math,Teacher-Led,Supplies,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2297923,ff22190d13b7de2bd5f0d3e3bff0805a,c61a4d1e117919e03fecdbc97ba5a12a,40.0,Oakland,Seeing Science in the Classroom,Teacher-Led,Technology,Math & Science,Environmental Science
2297975,9b19daaaa238952e64198d8b15638199,b429acbcd7fd095e03fc0e01837ff29e,50.0,Oakland,These Kindles are on Fire (for KIDS)!!,Teacher-Led,Technology,Literacy & Language,"ESL, Literacy"
2299971,0e8743bf00726b5518c620afc96a79c5,68808a39c19bb6363f7995f3093639f4,100.0,Oakland,Bouncing Out Boisterous Behavior During Daily Recess,Teacher-Led,Other,Health & Sports,"Gym & Fitness, Health & Wellness"
2300398,bd5af089a1178dc9fa65dbd9fbf07926,0513a0a4ec641137439022b592ee54bd,150.0,Oakland,Classic Novels to Promote Literacy,Teacher-Led,Books,Literacy & Language,Literacy
2300490,fdc8bb788ae9a6885b559b0720150b55,91b6d051ccd7bb1e142d9d88e70f53b7,22.0,Oakland,Special Ed Therapy Supplies,Teacher-Led,Books,"Literacy & Language, Special Needs","Literacy, Special Needs"
2302984,9d8657de6371db06ee5978aa8a7c84d3,8beb17a2002a2d7ea26a3ea6bc475b79,50.0,Oakland,"Empowering Students Through Art, Writing, and Scrapbooking",Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2302986,acd1687d6c26e01982378a5a94d00483,8beb17a2002a2d7ea26a3ea6bc475b79,10.0,Oakland,"Empowering Students Through Art, Writing, and Scrapbooking",Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2302987,0534b80a3ba30248d362b1ab3c44f282,8beb17a2002a2d7ea26a3ea6bc475b79,50.0,Oakland,"Empowering Students Through Art, Writing, and Scrapbooking",Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literacy, Visual Arts"
2302995,5674a2be5038ba9e00ea729c7cd9e5da,984b3a9e33ed9df190151bd525cad2e7,50.0,Oakland,Mentor Texts for Readers and Writers,Teacher-Led,Books,Literacy & Language,Literature & Writing
2303026,4ed0e2a0d403b6b1b073ccf02913aa84,06a2f2bc6ec2b7e674ed9753cea7d10a,100.0,Oakland,"I See, I See! What Do You See? All Hands and Heads Busy Through STEAM!",Teacher-Led,Technology,"Literacy & Language, Math & Science","Literature & Writing, Mathematics"
2303076,72b0de27fcd80594c933bdc855e5ee51,4e1e284955270f496c89e604c871e437,100.0,Oakland,Creating A Space For Individualized Education,Teacher-Led,Supplies,"Literacy & Language, Special Needs","Literature & Writing, Special Needs"
2303116,1cbb392c71edaf8da079f0db6e502cf9,8d3eec21d85cc0f436a2a8fe1b884c47,10.0,Oakland,3D Printer for Robotics Academy,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
2303118,0a72e712f0103d56c0953d28d99fc2f2,8d3eec21d85cc0f436a2a8fe1b884c47,10.0,Oakland,3D Printer for Robotics Academy,Teacher-Led,Technology,Math & Science,"Applied Sciences, Mathematics"
2303140,d77e5527efad934a521b13ba71300203,c1f7ba891d537d1b82a1d2a1cfa24c9e,60.0,Oakland,Common Core NF Science Library,Teacher-Led,Books,Math & Science,"Environmental Science, Health & Life Science"
2303183,d8a948f51947ee13a7eae0191e5a7663,f60cc5dfd72cafab274ccabca6e554df,100.0,Oakland,Urban Classroom Needs Projector For Literacy Support,Teacher-Led,Technology,Literacy & Language,Literacy
2303204,a9cc4c1ebc389e143ac2062f873bb63d,ff93ff0aa99ddc2e440d5a8b150fb2af,100.0,Oakland,The Forgotten Classroom Library,Teacher-Led,Books,"Math & Science, Literacy & Language","Health & Life Science, Literacy"
2303324,a1225cff19718acf9fc03ed78dbfd863,d9f52af2265a572df3f60539c3908430,50.0,Oakland,Saving the Planet with Google Chromebooks and Disney!,Teacher-Led,Technology,"Applied Learning, Math & Science","Community Service, Environmental Science"
2303374,96bd18a031416c80525b23d62a365e71,051b47fbfb3f07d0b8017638f27b8cda,166.0,Oakland,A Strong Core Helps Us Learn More,Teacher-Led,Other,"Health & Sports, Special Needs","Health & Wellness, Special Needs"
2303375,96bd18a031416c80525b23d62a365e71,301db378c4b5172d4a0c66d5287f7924,25.0,Oakland,Listen for Learning,Teacher-Led,Supplies,"Literacy & Language, Music & The Arts","Literature & Writing, Music"
2303376,96bd18a031416c80525b23d62a365e71,539b3780e9ce93d5b945b2d7a7204da4,75.0,Oakland,Hot Dots for Thought,Teacher-Led,Other,Literacy & Language,Literacy
2303378,96bd18a031416c80525b23d62a365e71,6126cf5644412c5ab2120479c53d86a0,50.0,Oakland,Building Fraction Number Sense with Legos,Teacher-Led,Supplies,Math & Science,Mathematics
2303382,8558ff1c06f9dc749e690d41d7cdc3ff,6126cf5644412c5ab2120479c53d86a0,20.0,Oakland,Building Fraction Number Sense with Legos,Teacher-Led,Supplies,Math & Science,Mathematics
2303809,012a909d352e184033c9e3e66a11abd4,051c96dc7be7d1b6b3cfbe771c24462a,100.0,Oakland,Science-Centered Language Development,Teacher-Led,Other,"Literacy & Language, Math & Science","ESL, Environmental Science"
2303813,e4223053f3320d7c2c19620040ffd0a2,051c96dc7be7d1b6b3cfbe771c24462a,100.0,Oakland,Science-Centered Language Development,Teacher-Led,Other,"Literacy & Language, Math & Science","ESL, Environmental Science"
2303814,012a909d352e184033c9e3e66a11abd4,301cb36a10f025b10d7d4ab798e1dd0c,100.0,Oakland,21st Century Technology Equals 21st Century Learning,Teacher-Led,Technology,Math & Science,"Environmental Science, Health & Life Science"
2303817,e4223053f3320d7c2c19620040ffd0a2,301cb36a10f025b10d7d4ab798e1dd0c,100.0,Oakland,21st Century Technology Equals 21st Century Learning,Teacher-Led,Technology,Math & Science,"Environmental Science, Health & Life Science"
2303818,39c6de29cb3238cbed08bea1ffaa68dd,301cb36a10f025b10d7d4ab798e1dd0c,92.13,Oakland,21st Century Technology Equals 21st Century Learning,Teacher-Led,Technology,Math & Science,"Environmental Science, Health & Life Science"
2303819,2d945cce5123296a64d17ee5159406e8,301cb36a10f025b10d7d4ab798e1dd0c,10.0,Oakland,21st Century Technology Equals 21st Century Learning,Teacher-Led,Technology,Math & Science,"Environmental Science, Health & Life Science"
2303820,35f80f1b5ceda789f314fde4dd096077,301cb36a10f025b10d7d4ab798e1dd0c,14.26,Oakland,21st Century Technology Equals 21st Century Learning,Teacher-Led,Technology,Math & Science,"Environmental Science, Health & Life Science"
2303823,2d945cce5123296a64d17ee5159406e8,19362b48120081ce5afe04f7b2c0bd51,85.74,Oakland,Technological Literacy,Teacher-Led,Technology,"Applied Learning, Literacy & Language","College & Career Prep, Literacy"
2304384,4aa390388757144d86934a387f595a5a,051e48ebc7e47b36714786d872310717,50.0,Oakland,"When I Grow Up, I Want to Be...",Teacher-Led,Supplies,"Applied Learning, Literacy & Language","Early Development, Literacy"
2304386,4aa390388757144d86934a387f595a5a,0923c28813d0417001c291188df3e89c,50.0,Oakland,Building an Understanding of Renewable Resources,Teacher-Led,Visitors,"Math & Science, Special Needs","Environmental Science, Special Needs"
2304390,4aa390388757144d86934a387f595a5a,3d420e9e932e77113b94ad6e65248395,50.0,Oakland,There's an Artist in All of Us!,Teacher-Led,Supplies,Music & The Arts,Visual Arts
2304392,2e3d49b3665ec8942197c7ee37321091,3d420e9e932e77113b94ad6e65248395,85.86,Oakland,There's an Artist in All of Us!,Teacher-Led,Supplies,Music & The Arts,Visual Arts
2304394,4aa390388757144d86934a387f595a5a,3dded0b9b3ac181d13839d08666d43c1,50.0,Oakland,A Science Extravaganza,Teacher-Led,Supplies,Math & Science,Health & Life Science
2304398,4aa390388757144d86934a387f595a5a,5ffc30aab5bd6f117547c593af047863,50.0,Oakland,A Place for Everything!,Teacher-Led,Supplies,"Applied Learning, Music & The Arts","Early Development, Visual Arts"
2304400,c4cce0e401e25582128424fc86ce36a9,5ffc30aab5bd6f117547c593af047863,25.0,Oakland,A Place for Everything!,Teacher-Led,Supplies,"Applied Learning, Music & The Arts","Early Development, Visual Arts"
2304402,a220b5b3e38ab4e7f50bff935eb98edf,5ffc30aab5bd6f117547c593af047863,25.0,Oakland,A Place for Everything!,Teacher-Led,Supplies,"Applied Learning, Music & The Arts","Early Development, Visual Arts"
2304403,4aa390388757144d86934a387f595a5a,62df9f1f049581a64f4c86f77bf13c83,50.0,Oakland,Learning Has Never Been So Much Fun! ,Teacher-Led,Supplies,"Math & Science, Special Needs","Mathematics, Special Needs"
2304404,4aa390388757144d86934a387f595a5a,6359325d77febd6af0eb06fd7c9f5362,50.0,Oakland,The Furniture Makes the Classroom,Teacher-Led,"Reading Nooks, Desks & Storage",Applied Learning,Other
